"source_row_id","fips_county","county_name","max_dist_ped_icu_2009","mean_dist_ped_icu_2009","median_dist_ped_icu_2009","min_dist_ped_icu_2009"
"1971","37161","Rutherford County",27.61,23.37,23.61,15.01
"1972","37163","Sampson County",42.09,32.24,33.13,21.97
"1973","37165","Scotland County",39.88,35.56,35.81,30.57
"1974","37167","Stanly County",30.55,22.9,23.2,16.78
"1975","37169","Stokes County",26.71,20.71,22.17,13.79
"1976","37171","Surry County",41.85,26.38,23.95,19.07
"1977","37173","Swain County",53.07,49.41,51.22,43.95
"1978","37175","Transylvania County",35.51,28.11,26.96,21.02
"1979","37177","Tyrrell County",51.16,51.16,51.16,51.16
"1980","37179","Union County",31.9,21.63,21.23,13.1
"1981","37181","Vance County",47.35,39.52,38.79,32.71
"1982","37183","Wake County",18.36,7.61,6.98,0.26
"1983","37185","Warren County",54.97,49.35,50.26,41.9
"1984","37187","Washington County",36.86,31.67,31.8,26.36
"1985","37189","Watauga County",40.33,34.72,34.43,28.63
"1986","37191","Wayne County",47.56,37.22,36.35,28.79
"1987","37193","Wilkes County",45.68,34.98,33.09,27.12
"1988","37195","Wilson County",33.65,28.64,29.49,20.21
"1989","37197","Yadkin County",42.55,39.24,39.04,34.09
"1990","37199","Yancey County",23.22,21.2,21.4,18.76
"1991","38001","Adams County",98.07,98.07,98.07,98.07
"1992","38003","Barnes County",65.69,56.62,55.9,48.97
"1993","38005","Benson County",77.55,65.53,62.45,59.65
"1994","38007","Billings County",63.09,63.09,63.09,63.09
"1995","38009","Bottineau County",126.79,105.39,94.7,94.68
"1996","38011","Bowman County",91.41,90.39,90.39,89.37
"1997","38013","Burke County",113.65,105.71,105.71,97.76
"1998","38015","Burleigh County",149.76,128.52,127.39,122.7
"1999","38017","Cass County",34.24,5.24,1.92,0.4
"2000","38019","Cavalier County",17.72,8.3,6.77,0.4
"2001","38021","Dickey County",94.56,86.55,92.74,72.35
"2002","38023","Divide County",88.46,88.46,88.46,88.46
"2003","38025","Dunn County",83.67,80.23,80.23,76.79
"2004","38027","Eddy County",79.74,73.12,72.59,67.04
"2005","38029","Emmons County",100.02,99.91,99.91,99.8
"2006","38031","Foster County",97.12,94.5,94.5,91.87
"2007","38033","Golden Valley County",38.34,38.34,38.34,38.34
"2008","38035","Grand Forks County",73.41,71.01,71.63,65.37
"2009","38037","Grant County",103.02,96.82,96.82,90.63
"2010","38039","Griggs County",79.96,76.69,76.69,73.42
"2011","38041","Hettinger County",108.42,105.48,105.48,102.55
"2012","38043","Kidder County",141.22,137.41,137.41,133.6
"2013","38045","LaMoure County",92.78,83.18,83.18,73.57
"2014","38047","Logan County",130.81,130.81,130.81,130.81
"2015","38049","McHenry County",126.27,114.29,108.54,108.06
"2016","38051","McIntosh County",115.15,115.15,115.15,115.15
"2017","38053","McKenzie County",71.06,43.97,43.74,17.35
"2018","38055","McLean County",148.65,130.78,134.69,105.1
"2019","38057","Mercer County",126.22,113.95,116.04,97.68
"2020","38059","Morton County",129.14,125.74,127.43,117.21
"2021","38061","Mountrail County",96.38,87.47,86.57,80.37
"2022","38063","Nelson County",68.05,63.12,65.79,55.52
"2023","38065","Oliver County",139.38,139.38,139.38,139.38
"2024","38067","Pembina County",50.05,37.04,33.85,25.61
"2025","38069","Pierce County",82.05,79.31,79.31,76.57
"2026","38071","Ramsey County",59.72,50.25,50.47,36.65
"2027","38073","Ransom County",51.68,46.24,48.83,38.21
"2028","38075","Renville County",139.84,139.84,139.84,139.84
"2029","38077","Richland County",34.1,17.56,18.93,1.24
"2030","38079","Rolette County",72.36,65.07,65.32,57.29
"2031","38081","Sargent County",53.91,47.74,45.66,43.64
"2032","38083","Sheridan County",121.76,121.76,121.76,121.76
"2033","38085","Sioux County",96.7,81.45,77.35,74.42
"2034","38087","Slope County",76.96,76.96,76.96,76.96
"2035","38089","Stark County",104.74,87.92,86.92,76.25
"2036","38091","Steele County",60.09,60.09,60.09,60.09
"2037","38093","Stutsman County",99.77,91.2,88.73,87.82
"2038","38095","Towner County",43.16,42.4,42.4,41.64
"2039","38097","Traill County",54.66,45.31,44.23,38.11
"2040","38099","Walsh County",56.37,44.49,46.39,29.84
"2041","38101","Ward County",138.2,133.16,137.09,108.86
"2042","38103","Wells County",106.41,100.14,99.34,94.69
"2043","38105","Williams County",72.58,46.39,39.97,38.92
"2044","39001","Adams County",32.01,27.45,29.12,20.58
"2045","39003","Allen County",50.2,41.0,41.77,31.11
"2046","39005","Ashland County",60.86,48.82,47.83,38.99
"2047","39007","Ashtabula County",44.46,36.66,39.11,26.19
"2048","39009","Athens County",43.7,27.73,28.01,17.79
"2049","39011","Auglaize County",49.85,39.57,40.55,32.69
"2050","39013","Belmont County",23.67,8.83,6.87,2.29
"2051","39015","Brown County",37.68,30.19,31.42,19.5
"2052","39017","Butler County",28.86,19.36,19.22,11.93
"2053","39019","Carroll County",49.21,42.79,44.48,34.86
"2054","39021","Champaign County",38.57,32.45,32.28,26.89
"2055","39023","Clark County",32.72,20.74,21.13,10.55
"2056","39025","Clermont County",29.42,18.48,17.32,12.38
"2057","39027","Clinton County",37.53,30.96,29.53,23.99
"2058","39029","Columbiana County",41.94,32.88,32.53,26.15
"2059","39031","Coshocton County",57.55,52.9,52.93,48.1
"2060","39033","Crawford County",71.71,67.36,66.91,62.26
"2061","39035","Cuyahoga County",14.61,4.83,4.35,0.27
"2062","39037","Darke County",42.86,33.42,33.51,23.62
"2063","39039","Defiance County",22.21,17.43,17.48,13.63
"2064","39041","Delaware County",60.48,50.27,50.13,41.03
"2065","39043","Erie County",45.64,41.68,44.14,28.11
"2066","39045","Fairfield County",27.27,15.26,13.19,5.7
"2067","39047","Fayette County",40.39,36.52,36.71,33.12
"2068","39049","Franklin County",49.95,38.31,38.8,24.72
"2069","39051","Fulton County",17.41,13.67,13.56,10.13
"2070","39053","Gallia County",37.38,30.45,29.96,20.12
"2071","39055","Geauga County",30.95,21.94,21.49,12.77
"2072","39057","Greene County",24.19,11.49,10.13,5.2
"2073","39059","Guernsey County",47.52,43.63,45.45,32.11
"2074","39061","Hamilton County",17.12,5.9,5.42,0.3
"2075","39063","Hancock County",43.18,35.12,34.74,28.55
"2076","39065","Hardin County",63.83,54.72,54.01,46.37
"2077","39067","Harrison County",31.5,24.81,23.55,17.79
"2078","39069","Henry County",15.22,7.04,6.3,1.84
"2079","39071","Highland County",40.58,31.86,32.24,25.01
"2080","39073","Hocking County",18.29,10.43,8.34,5.13
"2081","39075","Holmes County",63.63,60.8,61.0,57.44
"2082","39077","Huron County",54.82,45.61,44.45,34.63
"2083","39079","Jackson County",27.34,22.42,22.9,15.75
"2084","39081","Jefferson County",34.37,21.29,21.71,7.74
"2085","39083","Knox County",59.0,52.04,52.23,44.82
"2086","39085","Lake County",37.01,19.35,17.99,8.81
"2087","39087","Lawrence County",18.07,6.08,4.86,1.98
"2088","39089","Licking County",39.93,28.99,28.34,19.97
"2089","39091","Logan County",54.34,48.07,46.49,40.91
"2090","39093","Lorain County",32.36,17.03,16.69,8.85
"2091","39095","Lucas County",14.84,3.73,2.97,0.25
"2092","39097","Madison County",50.98,42.56,40.72,35.58
"2093","39099","Mahoning County",34.78,15.2,13.89,9.17
"2094","39101","Marion County",75.21,73.53,74.31,68.15
"2095","39103","Medina County",30.96,21.5,21.39,12.27
"2096","39105","Meigs County",48.45,45.23,45.62,41.39
"2097","39107","Mercer County",33.09,26.31,26.97,18.09
"2098","39109","Miami County",27.72,20.41,19.95,10.92
"2099","39111","Monroe County",35.35,29.29,27.92,25.97
"2100","39113","Montgomery County",17.16,5.8,5.33,0.64
"2101","39115","Morgan County",35.3,30.63,31.69,23.85
"2102","39117","Morrow County",71.88,64.21,64.49,54.84
"2103","39119","Muskingum County",42.19,31.62,31.23,25.77
"2104","39121","Noble County",47.72,44.57,47.44,38.55
"2105","39123","Ottawa County",40.74,27.38,31.63,10.49
"2106","39125","Paulding County",29.95,25.16,24.71,21.21
"2107","39127","Perry County",20.11,14.71,14.71,8.73
"2108","39129","Pickaway County",39.41,29.98,27.74,23.42
"2109","39131","Pike County",10.21,5.82,5.85,1.35
"2110","39133","Portage County",37.91,28.99,29.65,17.62
"2111","39135","Preble County",32.95,25.12,24.95,19.59
"2112","39137","Putnam County",33.15,28.56,30.61,21.32
"2113","39139","Richland County",66.8,60.24,60.1,50.81
"2114","39141","Ross County",23.71,16.52,15.88,9.23
"2115","39143","Sandusky County",45.15,31.86,31.48,18.55
"2116","39145","Scioto County",28.91,22.65,24.21,15.35
"2117","39147","Seneca County",52.17,41.58,42.29,34.12
"2118","39149","Shelby County",45.42,38.05,36.57,33.5
"2119","39151","Stark County",55.54,47.15,47.9,38.12
"2120","39153","Summit County",39.44,28.16,29.3,12.07
"2121","39155","Trumbull County",27.71,14.59,14.6,2.1
"2122","39157","Tuscarawas County",57.73,49.12,49.0,39.53
"2123","39159","Union County",63.04,55.73,53.99,50.67
"2124","39161","Van Wert County",29.66,18.39,17.98,8.31
"2125","39163","Vinton County",32.91,28.82,28.02,25.53
"2126","39165","Warren County",26.51,19.33,18.48,14.44
"2127","39167","Washington County",58.27,51.11,51.92,42.3
"2128","39169","Wayne County",53.61,42.51,43.13,32.71
"2129","39171","Williams County",12.01,7.6,7.71,0.78
"2130","39173","Wood County",33.31,15.7,15.05,4.21
"2131","39175","Wyandot County",64.07,56.0,55.8,48.26
"2132","40001","Adair County",118.69,111.7,117.87,97.49
"2133","40003","Alfalfa County",37.92,30.64,33.29,20.72
"2134","40005","Atoka County",108.6,108.27,108.31,107.87
"2135","40007","Beaver County",130.76,122.33,119.66,116.57
"2136","40009","Beckham County",106.16,90.0,87.32,79.21
"2137","40011","Blaine County",45.51,26.53,28.96,14.03
"2138","40013","Bryan County",93.67,87.34,89.09,75.81
"2139","40015","Caddo County",65.17,55.48,55.52,45.23
"2140","40017","Canadian County",35.22,15.55,12.9,8.21
"2141","40019","Carter County",85.65,75.78,79.47,62.09
"2142","40021","Cherokee County",118.91,111.61,111.52,100.77
"2143","40023","Choctaw County",108.82,100.86,99.91,95.51
"2144","40025","Cimarron County",157.2,156.36,156.36,155.51
"2145","40027","Cleveland County",33.68,15.78,17.36,7.69
"2146","40029","Coal County",97.55,92.71,92.71,87.88
"2147","40031","Comanche County",62.8,50.18,49.68,46.7
"2148","40033","Cotton County",33.33,28.5,28.5,23.66
"2149","40035","Craig County",66.03,60.68,63.04,47.18
"2150","40037","Creek County",90.99,78.68,83.17,61.54
"2151","40039","Custer County",59.5,54.41,53.06,47.71
"2152","40041","Delaware County",89.62,73.97,72.2,62.79
"2153","40043","Dewey County",45.73,38.07,43.72,24.76
"2154","40045","Ellis County",74.12,72.66,72.66,71.21
"2155","40047","Garfield County",42.57,34.68,34.33,30.58
"2156","40049","Garvin County",60.78,53.25,53.33,44.69
"2157","40051","Grady County",48.06,35.4,39.11,19.23
"2158","40053","Grant County",55.39,49.28,49.28,43.17
"2159","40055","Greer County",89.93,89.05,89.05,88.17
"2160","40057","Harmon County",96.57,96.57,96.57,96.57
"2161","40059","Harper County",84.34,78.96,78.96,73.57
"2162","40061","Haskell County",146.79,136.4,137.08,124.64
"2163","40063","Hughes County",80.98,72.89,72.37,67.02
"2164","40065","Jackson County",76.19,71.06,69.84,68.6
"2165","40067","Jefferson County",54.48,40.43,34.2,32.6
"2166","40069","Johnston County",101.03,96.7,96.25,92.83
"2167","40071","Kay County",70.86,66.66,69.14,52.89
"2168","40073","Kingfisher County",34.84,27.48,28.23,18.63
"2169","40075","Kiowa County",84.65,76.34,76.38,68.01
"2170","40077","Latimer County",140.68,135.24,137.4,127.64
"2171","40079","Le Flore County",158.7,149.0,150.99,136.54
"2172","40081","Lincoln County",50.35,38.35,38.98,27.72
"2173","40083","Logan County",25.99,19.11,19.59,10.9
"2174","40085","Love County",79.25,74.29,79.2,64.43
"2175","40087","McClain County",46.44,30.76,31.92,17.24
"2176","40089","McCurtain County",113.52,93.51,91.5,75.61
"2177","40091","McIntosh County",112.97,105.63,108.36,91.32
"2178","40093","Major County",12.84,7.3,8.85,0.21
"2179","40095","Marshall County",99.48,95.79,98.73,89.16
"2180","40097","Mayes County",96.25,86.54,87.65,74.56
"2181","40099","Murray County",73.35,72.28,71.85,71.63
"2182","40101","Muskogee County",126.54,119.62,120.77,103.91
"2183","40103","Noble County",60.6,52.96,51.24,48.77
"2184","40105","Nowata County",70.93,65.68,67.08,57.61
"2185","40107","Okfuskee County",77.85,66.4,66.47,54.83
"2186","40109","Oklahoma County",19.06,5.27,5.11,0.2
"2187","40111","Okmulgee County",94.47,87.12,86.0,84.45
"2188","40113","Osage County",100.36,89.17,89.39,72.34
"2189","40115","Ottawa County",54.82,45.14,43.57,38.97
"2190","40117","Pawnee County",80.2,73.13,72.22,66.08
"2191","40119","Payne County",59.94,47.08,45.73,41.63
"2192","40121","Pittsburg County",117.98,106.45,104.85,93.79
"2193","40123","Pontotoc County",77.61,68.18,67.63,60.19
"2194","40125","Pottawatomie County",45.5,34.63,34.25,24.62
"2195","40127","Pushmataha County",140.16,124.15,119.96,112.32
"2196","40129","Roger Mills County",79.43,79.43,79.43,79.43
"2197","40131","Rogers County",105.88,93.27,93.39,74.76
"2198","40133","Seminole County",61.23,53.79,50.61,48.19
"2199","40135","Sequoyah County",145.09,138.84,138.54,132.24
"2200","40137","Stephens County",60.41,53.01,52.47,44.68
"2201","40139","Texas County",187.58,169.95,169.29,154.22
"2202","40141","Tillman County",55.31,43.11,44.38,26.92
"2203","40143","Tulsa County",106.75,98.25,98.47,83.03
"2204","40145","Wagoner County",114.66,108.14,107.32,104.53
"2205","40147","Washington County",89.28,80.35,80.76,71.29
"2206","40149","Washita County",83.21,74.27,73.63,66.59
"2207","40151","Woods County",39.42,35.28,37.68,28.75
"2208","40153","Woodward County",53.42,50.46,52.95,41.38
"2209","41001","Baker County",55.62,43.25,39.64,37.06
"2210","41003","Benton County",41.84,36.07,36.17,23.82
"2211","41005","Clackamas County",34.77,14.55,12.63,6.48
"2212","41007","Clatsop County",74.88,68.25,69.35,54.69
"2213","41009","Columbia County",44.99,27.91,24.01,17.36
"2214","41011","Coos County",52.75,44.33,44.54,37.81
"2215","41013","Crook County",37.73,28.89,26.91,24.02
"2216","41015","Curry County",94.14,83.99,91.76,63.71
"2217","41017","Deschutes County",68.46,39.95,40.65,21.18
"2218","41019","Douglas County",48.54,15.09,11.64,0.7
"2219","41021","Gilliam County",70.12,70.12,70.12,70.12
"2220","41023","Grant County",11.26,7.69,7.69,4.12
"2221","41025","Harney County",73.22,65.65,65.65,58.07
"2222","41027","Hood River County",56.45,53.69,55.05,48.2
"2223","41029","Jackson County",71.21,64.56,65.84,51.78
"2224","41031","Jefferson County",12.38,6.91,7.36,0.52
"2225","41033","Josephine County",77.08,57.17,56.22,41.73
"2226","41035","Klamath County",89.41,70.49,68.69,62.21
"2227","41037","Lake County",116.66,115.25,115.25,113.85
"2228","41039","Lane County",54.15,9.98,5.64,0.73
"2229","41041","Lincoln County",77.09,63.56,63.07,52.74
"2230","41043","Linn County",50.36,33.61,34.52,17.37
"2231","41045","Malheur County",123.23,102.23,102.13,88.42
"2232","41047","Marion County",54.93,42.92,44.16,24.11
"2233","41049","Morrow County",81.61,77.53,77.53,73.46
"2234","41051","Multnomah County",19.29,5.3,4.77,0.16
"2235","41053","Polk County",56.5,50.37,52.55,44.75
"2236","41055","Sherman County",63.87,63.87,63.87,63.87
"2237","41057","Tillamook County",65.6,59.51,59.75,54.88
"2238","41059","Umatilla County",72.2,51.62,43.11,35.16
"2239","41061","Union County",18.73,6.81,2.64,0.24
"2240","41063","Wallowa County",45.44,40.13,40.45,34.5
"2241","41065","Wasco County",68.08,63.1,66.19,40.22
"2242","41067","Washington County",26.31,11.67,10.24,5.18
"2243","41069","Wheeler County",52.77,52.77,52.77,52.77
"2244","41071","Yamhill County",49.82,32.69,33.85,21.18
"2245","42001","Adams County",59.18,48.35,49.34,39.14
"2246","42003","Allegheny County",17.2,6.01,5.4,0.14
"2247","42005","Armstrong County",47.75,31.11,30.78,20.13
"2248","42007","Beaver County",31.28,22.59,22.89,14.65
"2249","42009","Bedford County",93.94,81.24,81.2,67.79
"2250","42011","Berks County",42.15,28.78,29.34,12.29
"2251","42013","Blair County",91.47,82.64,81.63,77.12
"2252","42015","Bradford County",37.32,23.39,23.16,9.27
"2253","42017","Bucks County",26.53,16.98,17.02,9.79
"2254","42019","Butler County",40.69,25.71,26.71,16.62
"2255","42021","Cambria County",78.6,59.67,57.08,53.09
"2256","42023","Cameron County",84.77,84.53,84.53,84.3
"2257","42025","Carbon County",26.8,21.23,21.01,15.35
"2258","42027","Centre County",107.96,100.79,104.13,84.98
"2259","42029","Chester County",29.53,17.1,16.59,7.09
"2260","42031","Clarion County",61.42,53.27,53.09,44.56
"2261","42033","Clearfield County",100.22,83.74,81.58,68.24
"2262","42035","Clinton County",79.42,74.06,73.9,68.2
"2263","42037","Columbia County",39.43,33.96,35.25,25.94
"2264","42039","Crawford County",41.05,31.38,31.03,22.37
"2265","42041","Cumberland County",76.37,68.9,69.28,63.42
"2266","42043","Dauphin County",77.63,68.41,68.56,60.18
"2267","42045","Delaware County",12.53,4.74,4.7,0.38
"2268","42047","Elk County",95.33,88.97,91.16,82.05
"2269","42049","Erie County",27.19,7.39,4.03,0.44
"2270","42051","Fayette County",38.0,24.54,23.95,9.26
"2271","42053","Forest County",67.13,61.03,61.03,54.94
"2272","42055","Franklin County",84.2,68.45,69.72,55.77
"2273","42057","Fulton County",92.35,87.65,85.34,85.27
"2274","42059","Greene County",23.54,18.05,19.57,8.65
"2275","42061","Huntingdon County",109.56,99.27,99.09,88.98
"2276","42063","Indiana County",59.85,44.87,42.93,30.63
"2277","42065","Jefferson County",81.13,67.68,66.4,57.08
"2278","42067","Juniata County",94.93,88.69,90.6,78.65
"2279","42069","Lackawanna County",29.54,15.76,14.48,8.19
"2280","42071","Lancaster County",58.86,42.36,42.09,23.78
"2281","42073","Lawrence County",28.4,19.52,18.6,9.88
"2282","42075","Lebanon County",62.11,53.81,53.42,43.34
"2283","42077","Lehigh County",15.02,3.68,2.42,0.2
"2284","42079","Luzerne County",27.3,9.88,6.7,0.37
"2285","42081","Lycoming County",66.97,57.47,59.23,41.82
"2286","42083","McKean County",86.99,77.09,75.19,72.72
"2287","42085","Mercer County",22.32,8.25,4.08,0.44
"2288","42087","Mifflin County",107.92,101.37,102.13,92.83
"2289","42089","Monroe County",34.76,25.11,25.9,15.0
"2290","42091","Montgomery County",26.07,13.88,12.71,3.93
"2291","42093","Montour County",46.98,46.3,46.46,45.31
"2292","42095","Northampton County",22.62,7.9,7.85,1.16
"2293","42097","Northumberland County",65.02,52.88,51.9,44.6
"2294","42099","Perry County",86.55,81.85,82.43,74.65
"2295","42101","Philadelphia County",11.57,3.31,2.6,0.02
"2296","42103","Pike County",51.64,40.96,41.16,29.01
"2297","42105","Potter County",72.24,61.91,65.48,51.22
"2298","42107","Schuylkill County",55.58,38.26,38.22,24.17
"2299","42109","Snyder County",84.64,70.17,68.86,60.63
"2300","42111","Somerset County",64.09,53.74,53.15,37.23
"2301","42113","Sullivan County",43.6,38.66,38.66,33.72
"2302","42115","Susquehanna County",32.36,23.03,22.95,12.29
"2303","42117","Tioga County",39.3,30.27,30.27,15.4
"2304","42119","Union County",72.08,63.75,61.69,58.92
"2305","42121","Venango County",47.16,40.01,41.01,29.87
"2306","42123","Warren County",61.53,49.33,50.71,35.7
"2307","42125","Washington County",27.96,20.61,21.08,12.12
"2308","42127","Wayne County",40.22,31.98,34.1,20.02
"2309","42129","Westmoreland County",44.75,22.23,21.56,11.41
"2310","42131","Wyoming County",29.23,21.09,20.97,14.77
"2311","42133","York County",65.35,46.57,46.63,31.25
"2312","44001","Bristol County",26.69,22.74,22.66,19.39
"2313","44003","Kent County",26.75,21.61,21.7,17.81
"2314","44005","Newport County",38.11,34.39,35.15,28.27
"2315","44007","Providence County",19.23,11.18,12.07,0.1
"2316","44009","Washington County",57.73,38.37,38.94,25.93
"2317","45001","Abbeville County",50.55,40.13,41.12,28.79
"2318","45003","Aiken County",65.31,53.69,54.21,33.31
"2319","45005","Allendale County",65.5,63.18,64.86,59.19
"2320","45007","Anderson County",37.28,23.4,24.89,7.85
"2321","45009","Bamberg County",62.97,55.54,55.04,49.11
"2322","45011","Barnwell County",60.94,54.33,56.36,47.99
"2323","45013","Beaufort County",25.43,9.5,8.98,0.83
"2324","45015","Berkeley County",42.92,20.69,18.31,8.92
"2325","45017","Calhoun County",37.82,28.96,27.92,21.14
"2326","45019","Charleston County",29.06,6.6,4.91,0.07
"2327","45021","Cherokee County",27.38,18.98,18.03,12.8
"2328","45023","Chester County",40.9,38.14,39.28,32.25
"2329","45025","Chesterfield County",46.65,38.37,37.87,30.69
"2330","45027","Clarendon County",51.64,40.01,43.17,25.48
"2331","45029","Colleton County",54.55,42.81,42.27,32.28
"2332","45031","Darlington County",24.71,16.43,18.11,7.44
"2333","45033","Dillon County",29.61,26.46,26.76,20.38
"2334","45035","Dorchester County",47.27,24.45,21.27,13.09
"2335","45037","Edgefield County",61.11,54.03,54.35,46.3
"2336","45039","Fairfield County",31.05,25.37,23.94,20.02
"2337","45041","Florence County",27.72,8.87,5.0,0.65
"2338","45043","Georgetown County",42.61,29.23,30.17,16.46
"2339","45045","Greenville County",18.65,5.78,4.62,0.37
"2340","45047","Greenwood County",56.19,47.12,46.39,36.3
"2341","45049","Hampton County",56.12,46.38,47.24,35.68
"2342","45051","Horry County",21.27,9.65,9.41,1.02
"2343","45053","Jasper County",31.67,23.47,22.96,15.76
"2344","45055","Kershaw County",46.26,30.78,32.16,18.38
"2345","45057","Lancaster County",45.94,34.44,35.07,16.89
"2346","45059","Laurens County",41.83,32.84,32.69,19.82
"2347","45061","Lee County",35.9,27.93,27.31,21.31
"2348","45063","Lexington County",30.33,11.33,10.14,3.04
"2349","45065","McCormick County",70.37,64.83,63.12,61.01
"2350","45067","Marion County",24.64,22.05,21.87,18.71
"2351","45069","Marlboro County",36.9,30.64,30.14,21.94
"2352","45071","Newberry County",48.79,37.54,38.65,28.32
"2353","45073","Oconee County",43.07,35.44,34.7,29.76
"2354","45075","Orangeburg County",51.68,40.45,38.72,28.11
"2355","45077","Pickens County",25.99,16.39,16.36,5.88
"2356","45079","Richland County",20.43,5.18,3.81,0.46
"2357","45081","Saluda County",43.62,38.11,39.01,30.79
"2358","45083","Spartanburg County",20.26,6.96,5.08,0.48
"2359","45085","Sumter County",41.38,35.59,37.01,22.43
"2360","45087","Union County",34.57,25.33,25.11,17.01
"2361","45089","Williamsburg County",46.0,35.98,34.99,25.78
"2362","45091","York County",31.27,21.84,21.48,10.84
"2363","46003","Aurora County",60.1,60.1,60.1,60.1
"2364","46005","Beadle County",91.46,81.89,79.94,79.23
"2365","46007","Bennett County",101.33,90.42,91.04,76.51
"2366","46009","Bon Homme County",39.64,33.73,33.73,27.82
"2367","46011","Brookings County",56.62,54.27,53.66,52.4
"2368","46013","Brown County",108.93,103.58,106.74,83.9
"2369","46015","Brule County",78.31,70.81,70.81,63.31
"2370","46017","Buffalo County",65.76,58.39,58.39,51.02
"2371","46019","Butte County",51.85,49.92,49.92,47.99
"2372","46021","Campbell County",78.32,78.32,78.32,78.32
"2373","46023","Charles Mix County",71.0,57.69,55.73,46.33
"2374","46025","Clark County",108.12,100.42,100.42,92.71
"2375","46027","Clay County",27.13,26.86,26.96,26.47
"2376","46029","Codington County",98.39,94.96,96.03,88.3
"2377","46031","Corson County",67.88,57.1,57.33,48.54
"2378","46033","Custer County",27.97,27.14,27.14,26.31
"2379","46035","Davison County",41.19,39.65,39.33,38.77
"2380","46037","Day County",82.17,76.69,77.94,68.71
"2381","46039","Deuel County",84.15,83.35,83.35,82.55
"2382","46041","Dewey County",40.97,24.65,31.45,0.1
"2383","46043","Douglas County",46.77,46.77,46.77,46.77
"2384","46045","Edmunds County",102.12,94.29,94.29,86.46
"2385","46047","Fall River County",54.33,49.71,49.71,45.1
"2386","46049","Faulk County",77.72,77.72,77.72,77.72
"2387","46051","Grant County",81.35,77.17,77.3,72.85
"2388","46053","Gregory County",89.24,88.46,88.46,87.69
"2389","46055","Haakon County",62.13,62.13,62.13,62.13
"2390","46057","Hamlin County",81.14,79.69,79.69,78.24
"2391","46059","Hand County",68.04,67.63,67.63,67.21
"2392","46061","Hanson County",27.1,27.1,27.1,27.1
"2393","46063","Harding County",108.14,108.14,108.14,108.14
"2394","46065","Hughes County",28.73,8.81,1.19,0.36
"2395","46067","Hutchinson County",27.89,18.43,23.23,4.18
"2396","46069","Hyde County",45.29,44.51,44.51,43.74
"2397","46071","Jackson County",84.08,77.41,77.44,70.69
"2398","46073","Jerauld County",76.16,76.16,76.16,76.16
"2399","46075","Jones County",35.99,35.99,35.99,35.99
"2400","46077","Kingsbury County",72.77,67.95,67.95,63.13
"2401","46079","Lake County",41.2,36.43,37.45,30.63
"2402","46081","Lawrence County",43.88,36.42,34.77,26.35
"2403","46083","Lincoln County",17.02,12.47,14.11,4.63
"2404","46085","Lyman County",43.77,42.15,42.15,40.53
"2405","46087","McCook County",26.99,21.58,21.58,16.18
"2406","46089","McPherson County",107.7,107.7,107.7,107.7
"2407","46091","Marshall County",66.59,58.1,58.1,49.61
"2408","46093","Meade County",38.13,20.68,16.64,9.71
"2409","46095","Mellette County",60.9,60.9,60.9,60.9
"2410","46097","Miner County",46.75,46.75,46.75,46.75
"2411","46099","Minnehaha County",18.07,3.35,1.7,0.5
"2412","46101","Moody County",35.74,33.88,33.88,32.03
"2413","46103","Pennington County",24.76,4.87,2.83,0.61
"2414","46105","Perkins County",72.48,72.48,72.48,72.48
"2415","46107","Potter County",54.33,54.33,54.33,54.33
"2416","46109","Roberts County",66.71,51.06,50.94,32.69
"2417","46111","Sanborn County",58.12,58.12,58.12,58.12
"2418","46113","Shannon County",85.47,67.29,68.19,37.08
"2419","46115","Spink County",113.43,102.56,97.82,96.44
"2420","46117","Stanley County",20.05,12.37,12.37,4.7
"2421","46119","Sully County",26.98,26.98,26.98,26.98
"2422","46121","Todd County",84.99,80.28,80.28,75.57
"2423","46123","Tripp County",76.14,74.31,74.31,72.49
"2424","46125","Turner County",20.48,17.55,17.55,14.62
"2425","46127","Union County",31.88,21.98,22.93,11.13
"2426","46129","Walworth County",66.8,60.33,60.33,53.86
"2427","46135","Yankton County",32.78,30.41,31.89,25.08
"2428","46137","Ziebach County",30.0,14.93,14.46,0.79
"2429","47001","Anderson County",65.52,54.39,53.38,47.06
"2430","47003","Bedford County",76.19,69.45,68.35,63.48
"2431","47005","Benton County",68.67,57.66,57.52,46.33
"2432","47007","Bledsoe County",46.89,41.93,42.07,36.84
"2433","47009","Blount County",51.42,42.55,43.11,34.37
"2434","47011","Bradley County",29.51,23.02,23.52,17.32
"2435","47013","Campbell County",88.24,76.91,75.71,67.21
"2436","47015","Cannon County",94.12,92.0,92.82,89.06
"2437","47017","Carroll County",81.8,70.85,71.03,62.21
"2438","47019","Carter County",53.08,48.48,49.5,38.45
"2439","47021","Cheatham County",66.18,59.64,60.08,52.54
"2440","47023","Chester County",70.79,69.16,70.27,66.43
"2441","47025","Claiborne County",90.23,82.68,82.38,76.28
"2442","47027","Clay County",98.94,94.11,94.11,89.28
"2443","47029","Cocke County",48.48,42.69,43.07,33.56
"2444","47031","Coffee County",83.67,76.96,78.48,67.22
"2445","47033","Crockett County",73.07,68.25,67.86,63.73
"2446","47035","Cumberland County",58.82,50.61,49.92,41.24
"2447","47037","Davidson County",88.09,77.47,76.56,64.73
"2448","47039","Decatur County",65.44,61.02,61.02,56.61
"2449","47041","DeKalb County",93.0,86.05,84.19,80.96
"2450","47043","Dickson County",64.66,57.75,59.34,47.24
